|artist|categoryId|country|description|dimensions|image|name|price|stock
|Claus Gawin|1|Denmark|Quality Acrylic on Linen canvas. Signature on the Picture. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No225+(Web)/index.html|39.4 W x 39.4 H x 0.8 D in|3101348-HSC00001-7.jpg|The Wadden Sea National Park No225 Painting|1610|2
|Claus Gawin|1|Denmark|Quality Acrylic on Linen canvas. Signature on the Picture. Will be shipped in a protective tube. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|39.4 W x 39.4 H x 0.8 D in|3761293-HSC00001-7.jpg|The Wadden Sea National Park No256 Painting|1610|1
|Claus Gawin|1|Denmark|Quality Acrylic on Linen canvas. Signature on the Picture. Will be shipped in a protective tube. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.  https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No230+(Web)/index.html|47.2 W x 39.4 H x 0.8 D in|3236658-HSC00001-7.jpg|The Wadden Sea National Park No230 Painting|1860|2
|Claus Gawin|1|Denmark|Quality Acrylic on Linen canvas. Signature on the Picture. Will be shipped in a protective wooden crate. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|39.4 W x 39.4 H x 0.8 D in|3831785-HSC00001-7.jpg|The Wadden Sea National Park No257 Painting|1610|3
|Claus Gawin|1|Denmark|Quality Acrylic on Linen canvas. Signature on the Picture. Will be shipped in a tube. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|39.4 W x 39.4 H x 0.8 D in|3315977-HSC00001-7.jpg|The Wadden Sea National Park No235 Painting|1610|5
|Claus Gawin|1|Denmark|Quality Acrylic on Linen canvas.Signature on the Picture. Will be shipped in a protective tube. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|59.1 W x 47.2 H x 0.8 D in|4052979-HSC00001-7.jpg|Reflection No. 03 Painting|3350|3
|Claus Gawin|1|Denmark|Quality Acrylic on Paper from Fabriano Artistico: Extra White HOT PRESS 300lb (640gsm) 22x30in (56x76cm)|29.9 W x 22 H x 0 D in|4099695-HSC00001-7.jpg|Abstract - 76 Series No. 01 Painting|1115|1
|Claus Gawin|1|Denmark|Quality Acrylic on Watercolor 300g quality paper. Seascape from The Wadden Sea.|22 W x 16.5 H x 0 D in|2013143-HSC00001-7.jpg|The Wadden Sea National Park No121 Painting|1115|2
|Claus Gawin|1|Denmark|Quality Acrylic on canvas from Claessens: 70 Heavy Linen 465gsm. Signature on the Picture.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No156+(Web)/index.html|63 W x 47.2 H x 0.8 D in|2321847-BFEROMTB-7.jpg|The Wadden Sea National Park No156 Painting|3550|3
|Claus Gawin|1|Denmark|Quality Acrylic on canvas from Claessens: 70 Heavy Linen 465gsm. Signature on the Picture.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No202+(Web)/index.html|39.4 W x 39.4 H x 0.8 D in|2876221-HSC00001-7.jpg|The Wadden Sea National Park No202 Painting|1610|3
|Claus Gawin|1|Denmark|Quality Acrylic on canvas from Claessens: 70 Heavy Linen 465gsm. Signature on the Picture.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No215+(Web)/index.html|63 W x 47.2 H x 0.8 D in|2960656-HSC00001-7.jpg|The Wadden Sea National Park No215 Painting|3550|5
|Claus Gawin|1|Denmark|Quality Acrylic on canvas.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014|39.4 W x 47.2 H x 0.8 D in|2793510-HSC00001-7.jpg|The Wadden Sea National Park No190 Painting|1860|1
|Claus Gawin|1|Denmark|Quality Acrylic on canvas.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No160+(Web)/index.html|39.4 W x 39.4 H x 1.1 D in|2353610-CFQBETOE-7.jpg|The Wadden Sea National Park No160 Painting|1610|2
|Claus Gawin|1|Denmark|Quality Acrylic on canvas.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No161+(Web)/index.html|39.4 W x 39.4 H x 0.8 D in|2356615-TKQAFUHW-7.jpg|The Wadden Sea National Park No161 Painting|1610|4
|Claus Gawin|1|Denmark|Quality Acrylic on canvas.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No177+(Web)/index.html|39.4 W x 27.6 H x 1.4 D in|2691191-HSC00001-7.jpg|The Wadden Sea National Park No177 Painting|1610|5
|Claus Gawin|1|Denmark|Quality Acrylic on canvas.  Signature on the Picture.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No167+(Web)/index.html|59.1 W x 47.2 H x 0.8 D in|2406233-RTXZABDY-7.jpg|The Wadden Sea National Park No167 Painting|3350|1
|Claus Gawin|1|Denmark|Quality Acrylic on canvas.  Signature on the Picture.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No212+(Web)/index.html|39.4 W x 39.4 H x 1.4 D in|2957894-HSC00001-7.jpg|The Wadden Sea National Park No212 Painting|1610|2
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No158+(Web)/index.html|39.4 W x 39.4 H x 1.1 D in|2343304-XMXJFHZA-7.jpg|The Wadden Sea National Park No158 Painting|1610|4
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014|39.4 W x 39.4 H x 0.8 D in|2757550-HSC00001-7.jpg|The Wadden Sea National Park No185 Painting|1610|3
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014|39.4 W x 39.4 H x 0.8 D in|2759477-HSC00001-7.jpg|The Wadden Sea National Park No186 Painting|1610|6
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014|31.5 W x 39.4 H x 0.8 D in|2786796-HSC00001-7.jpg|The Wadden Sea National Park No189 Painting|1610|2
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014|39.4 W x 47.2 H x 0.8 D in|2795273-HSC00001-7.jpg|The Wadden Sea National Park No191 Painting|1860|1
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No171+(Web)/index.html|39.4 W x 39.4 H x 0.8 D in|2500710-YMMFPIBA-7.jpg|The Wadden Sea National Park No171 Painting|1610|4
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No176+(Web)/index.html|39.4 W x 19.7 H x 1.4 D in|2681737-HSC00001-7.jpg|The Wadden Sea National Park No176 Painting|1610|3
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Signature on the Picture.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No155+(Web)/index.html|39.4 W x 39.4 H x 1.1 D in|2300291-UPRVCBKB-7.jpg|The Wadden Sea National Park No155 Painting|1610|3
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Signature on the Picture.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No164+(Web)/index.html|59.1 W x 47.2 H x 0.8 D in|2392287-PXDOYKEF-7.jpg|The Wadden Sea National Park No164 Painting|3350|2
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Signature on the Picture.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No226+(Web)/index.html|39.4 W x 47.2 H x 0.8 D in|3102509-HSC00001-7.jpg|The Wadden Sea National Park No226 Painting|1860|1
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Signature on the Picture.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No227+(Web)/index.html|39.4 W x 47.2 H x 0.8 D in|3104529-HSC00001-7.jpg|The Wadden Sea National Park No227 Painting|1860|2
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube.|59.1 W x 47.2 H x 0.8 D in|5273375-HSC00001-7.jpg|Reflection No. 05 Painting|3350|3
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube.|59.1 W x 47.2 H x 0.8 D in|5285659-HSC00001-7.jpg|Reflection No. 06 Painting|3350|5
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No163+(Web)/index.html|39.4 W x 39.4 H x 0.8 D in|2377223-EJLUMJSG-7.jpg|The Wadden Sea National Park No163 Painting|1610|3
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No166+(Web)/index.html|47.2 W x 35.4 H x 0.8 D in|2400489-QLCRJNZN-7.jpg|The Wadden Sea National Park No166 Painting|1860|1
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No178+(Web)/index.html|39.4 W x 19.7 H x 1.4 D in|2698413-HSC00001-7.jpg|The Wadden Sea National Park No178 Painting|1610|2
|Claus Gawin|1|Denmark|Quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective wooden crate.|59.1 W x 47.2 H x 0.8 D in|2415978-GINSSSGD-7.jpg|Abstract No123 Painting|3350|3
|Claus Gawin|1|Denmark|Quality Acrylic on cutton canvas.  Signature on the Picture. Will be shipped in a protective tube.|39.4 W x 47.2 H x 0.8 D in|4948747-HSC00001-7.jpg|Lake landscape No. 002 Painting|1860|3
|Claus Gawin|1|Denmark|Quality Acrylic on cutton canvas.  Signature on the Picture. Will be shipped in a protective tube.|39.4 W x 47.2 H x 0.8 D in|4954897-HSC00001-7.jpg|Lake landscape No. 003 Painting|1860|5
|Claus Gawin|1|Denmark|Quality Acrylic on cutton canvas. Signature on the Picture. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.|47.2 W x 39.4 H x 0.8 D in|4793779-HSC00001-7.jpg|The Wadden Sea National Park No. 266 Painting|1860|1
|Claus Gawin|1|Denmark|Quality Acrylic on linen canvas. Signature on the Picture. Will be shipped in a protective tube.|59.1 W x 47.2 H x 0.8 D in|4033647-HSC00001-7.jpg|Reflection No. 02 Painting|3350|2
|Claus Gawin|1|Denmark|Quality Acrylic on linen canvas. Signature on the Picture. Will be shipped in a tube.|47.2 W x 39.4 H x 0.8 D in|4017753-HSC00001-7.jpg|Reflection No.01 Painting|1860|4
|Claus Gawin|1|Denmark|Saara Aalto X-Factor UK 2016. I love Saara for her fighter will. She sing very good too.|29.9 W x 22 H x 0 D in|2589835-HSC00001-7.jpg|Saara Aalto X-Factor UK 2016 No1 Painting|1115|3
|Claus Gawin|1|Denmark|The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|68.9 W x 68.9 H x 0.8 D in|6674329-HSC00001-7.jpg|Abstract No. 195 Painting|5350|6
|Claus Gawin|1|Denmark|The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|68.9 W x 68.9 H x 0.8 D in|6697053-HSC00001-7.jpg|Abstract No. 196 Painting|5350|2
|Claus Gawin|1|Denmark|The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|30.7 W x 40.9 H x 0.8 D in|6725636-HSC00001-7.jpg|Abstract No. 199 Painting|1610|1
|Claus Gawin|1|Denmark|The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|30.7 W x 40.9 H x 0.8 D in|6729028-HSC00001-7.jpg|Abstract No. 200 Painting|1610|4
|Claus Gawin|1|Denmark|The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|30.7 W x 40.9 H x 0.8 D in|6731994-HSC00001-7.jpg|Abstract No. 201 Painting|1610|2
|Claus Gawin|1|Denmark|The GOLDEN Iridescent Colors achieve their reflective properties by synthetically reproducing several natural phenomena-the nacreous, or pearlescent, qualities found in fish scales or the dust of a butterfly's wing, and the shiny and reflective qualities found in certain metals and minerals. Iridescent Colors produce a luster quality by themselves, or when mixed with other colors and mediums.  USED IN THIS PAINTING: I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Ultramarine Blue. I use Golden Heavy Body iridescent silver fine mixed with GOLDEN Heavy Body Cadmium Orange.|63 W x 63 H x 0.8 D in|6864410-HSC00001-7.jpg|Abstract No. 213 Painting|4570|1
